anime_title;favorite_count
∀ガンダム;10853
ガッチャマン クラウズ;10837
大家さんは思春期！;10836
カンピオーネ! ～まつろわぬ神々と神殺しの魔王～;10828
ありすorありす;10822
ふたりはプリキュア;10817
みなみけ　おかわり;10815
デジモンアドベンチャー02;10814
ARIA The ORIGINATION;10787
トップをねらえ！;10781
神々の悪戯(あそび);10753
ガンダムビルドファイターズ バトローグ;10732
ファンタシースターオンライン２ ジ アニメーション;10715
みなみけ　おかえり;10702
Phantom～Requiem for the Phantom～;10685
ざんねんないきもの事典;10676
FAIRY TAIL　第73話～第98話;10675
競女!!!!!!!!;10636
デッドマン・ワンダーランド;10626
ノラと皇女と野良猫ハート;10604
スクールガールストライカーズ Animation Channel;10576
あずまんが大王;10562
ダンス イン ザ ヴァンパイアバンド;10558
機動戦士ガンダムAGE;10555
最遊記 RELOAD GUNLOCK;10555
みなみけ　ただいま;10493
DIABOLIK LOVERS MORE,BLOOD;10487
劇場版FAIRY TAIL -鳳凰の巫女-;10445
棺姫のチャイカ;10427
紺碧の艦隊;10420
紅殻のパンドラ;10417
FAIRY TAIL　第125話～第150話;10414
スクライド;10400
つり球;10397
劇場版 薄桜鬼 第一章 京都乱舞;10382
Lostorage incited WIXOSS;10373
おとめ妖怪 ざくろ;10366
「おそ松さん」おうまでこばなし;10362
FAIRY TAIL　第99話～第124話;10359
エウレカセブンAO;10350
DIABOLIK LOVERS;10347
ヨルムンガンド PERFECT ORDER;10347
家庭教師ヒットマンREBORN！未来編(1);10336
失われた未来を求めて;10328
星刻の竜騎士;10307
ケロロ軍曹 1stシーズン;10303
ブギーポップは笑わない Boogiepop Phantom;10297
純情ロマンチカ２（に）;10293
伯爵と妖精;10292
閃乱カグラ;10287
ゼーガペイン;10284
装甲騎兵ボトムズ;10279
RS計画　-Rebirth Storage-;10278
ミュージカル『刀剣乱舞』 ～真剣乱舞祭2017～;10223
FAIRY TAIL　第151話～第175話;10212
スタミュ（第2期） ;10210
ゼロの使い魔 双月の騎士;10203
グラスリップ;10202
魔人探偵脳噛ネウロ【日テレオンデマンド】;10197
いちばんうしろの大魔王;10159
ARIA The OVA～ARIETTA～;10117
デス・パレード;10107
侵略!イカ娘;10103
ミュージカル『刀剣乱舞』 ～つはものどもがゆめのあと～;10103
RDG レッドデータガール;10088
家庭教師ヒットマンREBORN！未来編(2);10083
宇宙戦艦ヤマト2199(TV版);10078
Lostorage conflated WIXOSS;10076
ワルキューレロマンツェ;10060
18if;10059
最遊記外伝;10037
プラネテス;10028
美男高校地球防衛部LOVE！;10019
アクエリオンEVOL;10010
よんでますよ、アザゼルさん。;10000
selector infected WIXOSS;9986
｢最遊記RELOAD-burial-｣;9974
東のエデン 劇場版II Paradise Lost;9943
逆境無頼カイジ;9932
ラディアン;9932
それが声優！;9931
アクティヴレイド －機動強襲室第八係－;9926
天空のエスカフローネ;9905
こばと。;9888
蒼穹のファフナー　HEAVEN AND EARTH;9876
薄桜鬼碧血録　全10話＋特別編;9871
ダメプリ ANIME CARAVAN;9849
ブラスレイター;9845
レガリア The Three Sacred Stars;9813
SPIRITPACT スピリットパクト;9807
魔法先生ネギま！;9791
アイカツ！;9771
ゼロの使い魔F;9771
旦那が何を言っているかわからない件 2スレ目;9763
交響詩篇エウレカセブン ポケットが虹でいっぱい;9750
"CHAOS;CHILD SILENT SKY";9746
ろんぐらいだぁす！;9731
カブキブ！;9725
満月をさがして;9723
最遊記外伝 特別篇 香花の章;9712
キノの旅 病気の国 -For You-;9701
アンジュ・ヴィエルジュ;9698
アイドルマスター シンデレラガールズ劇場　2期;9689
僧侶と交わる色欲の夜に…（地上波版）;9685
剣風伝奇　ベルセルク;9672
バトルガール ハイスクール;9661
ALL OUT!!;9636
彩雲国物語第2シリーズ;9636
ばくおん!!;9627
俗・さよなら絶望先生;9603
GJ部【日テレオンデマンド】;9596
南鎌倉高校女子自転車部;9586
ゼロの使い魔 三美姫の輪舞;9561
家庭教師ヒットマンREBORN！Ｉ世ファミリー編;9560
闘牌伝説アカギ;9540
TRIGUN (トライガン);9538
レーカン！;9531
黒神 The Animation;9517
ローリング☆ガールズ;9481
家庭教師ヒットマンREBORN！未来決戦編;9478
我が家のお稲荷さま。;9477
NANA－ナナ－;9473
銀河英雄伝説　本伝・第2期;9470
NARUTO‐ナルト‐波の国編;9470
アルカナ・ファミリア;9464
勇者王ガオガイガー;9443
ファイブスター物語;9440
北斗の拳;9418
オオカミさんと七人の仲間たち;9393
薄桜鬼 黎明録;9382
ブラッドラッド;9371
ダイヤのＡ（第52話～第75話）;9370
西洋骨董洋菓子店 ～アンティーク～;9365
パンチライン;9359
劇場版 薄桜鬼 第二章 士魂蒼穹;9343
昭和元禄落語心中 -助六再び篇-;9321
サクラ大戦 ～桜華絢爛～;9314
琴浦さん;9313
少年陰陽師;9310
フリクリ;9301
遊☆戯☆王5D's;9288
ガラスの花と壊す世界;9276
ベイビーステップ;9267
レンタルマギカ[TVシリーズ];9246
ロードス島戦記;9244
ワンピース グランドライン突入編;9231
アスラクライン;9204
ナナマル サンバツ;9201
AKIBA’S TRIP -THE ANIMATION-;9197
信長の忍び;9193
Panty&Stocking with Garterbelt;9166
ロウきゅーぶ!;9158
ガールフレンド(仮);9155
レイトン ミステリー探偵社 ～カトリーのナゾトキファイル～;9155
荒川アンダー ザ ブリッジ×ブリッジ;9145
懺・さよなら絶望先生;9142
叛逆性ミリオンアーサー;9140
げんしけん;9138
たまゆら;9137
もやしもんリターンズ;9128
お見合い相手は教え子、強気な、問題児。;9126
RAIL WARS！;9120
キャプテン翼;9118
銀河英雄伝説　本伝・第3期;9116
Ｍ３～ソノ黒キ鋼～;9113
ハヤテのごとく!!;9097
ヴァルキリードライヴ マーメイド;9091
聖戦ケルベロス 竜刻のファタリテ;9076
家庭教師ヒットマンREBORN！未来チョイス編;9067
悪魔のリドル;9066
劇場版 美少女戦士セーラームーンS;9060
殺せんせーQ！;9042
ガンダムビルドファイターズトライ;9033
革命機ヴァルヴレイヴ 2nd SEASON;9031
劇場版 美少女戦士セーラームーンR;9027
今日からマ王！　第２シリーズ;9001
ガンダムビルドファイターズ;8991
境界のRINNE 1期;8986
デジモンアドベンチャー　ぼくらのウォーゲーム;8971
SHOW BY ROCK!!#;8961
のだめカンタービレ　フィナーレ;8934
銀の墓守りII;8880
tactics;8870
蒼穹のファフナー　RIGHT　OF　LEFT;8860
バクマン。第3シリーズ　;8846
ネギま！？;8814
LUPIN THE IIIRD 血煙の石川五エ門;8809
ルパン三世 2nd series;8793
エンジェル・ハート;8787
トップをねらえ2！;8775
宇宙戦艦ティラミスII;8761
NARUTO-ナルト- 疾風伝　忍界大戦編(4);8758
実は私は;8757
モーレツ宇宙海賊 ABYSS OF HYPERSPACE -亜空の深淵-;8742
ワンピース チョッパー登場・冬島編;8720
LUPIN THE IIIRD 次元大介の墓標;8719
妖怪ウォッチ;8711
ゆるゆり　なちゅやちゅみ！;8705
音楽少女;8695
キノの旅 何かをするために -Life goes on-/キノの旅 塔の国 -Free Lance-;8685
はじめの一歩;8671
学園BASARA;8665
灼熱の卓球娘;8653
まりあ†ほりっく;8643
Animelo Summer Live 2014 -ONENESS-;8630
Room Mate;8618
ガンダムビルドファイターズ GMの逆襲;8610
家庭教師ヒットマンREBORN！アルコバレーノ編;8604
こどものおもちゃ;8604
アニメガタリズ;8589
TVアニメ「メルクストーリア -無気力少年と瓶の中の少女-」;8574
ユリ熊嵐;8570
銀河英雄伝説　本伝・第4期;8562
ブラック★ロックシューター;8561
キューティクル探偵因幡;8556
中華一番！;8507
R-15;8506
バクマン。第2シリーズ;8484
『Starry☆Sky』;8478
亡念のザムド;8438
劇場版 FAIRY TAIL -DRAGON CRY-;8427
BROTHERS CONFLICT;8413
夜ノヤッターマン;8403
涼宮ハルヒちゃんの憂鬱;8401
灼眼のシャナS(OVA);8394
Dr.スランプ　アラレちゃん;8376
LOVE STAGE!!;8363
魔法遣いに大切なこと;8361
今日からマ王！　第３シリーズ;8348
スペースコブラ;8346
神撃のバハムート GENESIS;8346
ディバインゲート;8335
サムライフラメンコ;8321
真剣で私に恋しなさい!! (放送版);8299
ヘタリア The World Twinkle;8281
のだめカンタービレ 巴里編;8280
ＧＩＡＮＴ ＫＩＬＬＩＮＧ;8269
普通の女子校生が【ろこどる】やってみた。;8260
家庭教師ヒットマンREBORN！日常編;8248
奇異太郎少年の妖怪絵日記;8230
ヤマノススメ おもいでプレゼント;8228
そらのおとしものf;8199
白銀の意思 アルジェヴォルン;8198
リプライ ハマトラ;8189
BAKUMATSU;8183
怪～ayakashi～;8172
テラフォーマーズ　リベンジ;8165
RD潜脳調査室;8162
SHUFFLE!;8149
Animelo Summer Live 2015 -THE GATE-;8109
鉄のラインバレル;8107
ましろ色シンフォニー;8097
宇宙兄弟;8096
プリンセスラバー!;8083
仙界伝 封神演義;8077
風のスティグマ;8061
おまもりひまり;8055
true tears;8042
刀剣乱舞　おっきいこんのすけの刀剣散歩;8024
プリティーリズム・レインボーライブ;8016
ランス・アンド・マスクス;8015
NARUTO-ナルト- 疾風伝　忍界大戦編(1);7999
踏切時間;7987
美男高校地球防衛部LOVE！LOVE！;7985
ガッチャマン クラウズ インサイト;7957
C3 -シーキューブ-;7949
BRAVE10;7939
百花繚乱 サムライガールズ;7932
OVA 『うたわれるもの』;7925
学園アリス;7916
スカーレッドライダーゼクス;7914
金田一少年の事件簿R;7912
FREEDOM;7893
上坂すみれのヤバい○○;7864
シティーハンター2;7861
しにがみのバラッド。;7835
おおかみかくし;7816
劇場版 美少女戦士セーラームーンＳｕｐｅｒＳ　セーラー９戦士集結！ブラック・ドリーム・ホールの奇跡;7805
DYNAMIC CHORD;7804
若おかみは小学生！;7793
アドベンチャー・タイム;7769
海月姫;7766
バディ・コンプレックス;7758
プリパラ;7739
LUPIN the Third ～峰不二子という女～;7732
アイドルマスター シンデレラガールズ劇場　3rd SEASON;7728
ヤング ブラック･ジャック;7724
ベイビーステップ 第2シリーズ;7722
ゆるゆり なちゅやちゅみ！+　+1;7718
selector spread WIXOSS;7710
魍魎の匣【日テレオンデマンド】;7687
Wake Up,Girls！;7686
GA 芸術科アートデザインクラス;7674
ラストエグザイル;7671
ガンスリンガー・ガール ― IL TEATRINO ―;7660
苺ましまろ 2005 TV ANIMATION SERIES;7649
ウィザード・バリスターズ～弁魔士セシル;7648
笑ゥせぇるすまんNEW;7643
GANTZ (オンエア版);7635
金田一少年の事件簿Ｒ（2015）;7633
ベルセルク　黄金時代篇 I　覇王の卵;7619
ネコぱらOVA;7618
ゆるゆり なちゅやちゅみ！+　+2;7618
カレイドスター;7610
NARUTO-ナルト- 疾風伝　ペイン来襲編;7600
ヘタリア　Ｔhe Ｂeautiful Ｗorld;7599
重戦機エルガイム;7570
涼風;7567
聖戦士ダンバイン;7562
らき☆すたOVA(オリジナルなビジュアルとアニメーション);7541
伊藤潤二『コレクション』;7523
ソウルイーターノット！;7523
ご愁傷さま二ノ宮くん;7521
クロノクルセイド;7519
戦国BASARA;7518
銀河英雄伝説　外伝1;7476
撲殺天使ドクロちゃん;7473
灼眼のシャナ SP｢恋と温泉の校外学習!｣;7466
NARUTO-ナルト- 疾風伝　忍界大戦編(3);7453
「王室教師ハイネ －THE MUSICAL－」;7453
エンドライド;7445
そらのおとしものFinal 永遠の私の鳥籠（エターナルマイマスター）;7445
RWBY VOLUME 1-3: The Beginning;7443
ノブナガ・ザ・フール;7437
NARUTO‐ナルト‐木ノ葉崩し編;7436
生徒会の一存 Lv.2;7434
劇場版そらのおとしもの 時計じかけの哀女神;7433
わかば＊ガール;7415
超次元ゲイム ネプテューヌ;7403
ガンダムビルドファイターズトライ アイランド・ウォーズ;7397
舞-HiME;7388
ヘタリア　World Series;7384
探偵学園Ｑ;7374
クラシカロイド;7360
キテレツ大百科;7357
イナズマイレブン アレスの天秤 ;7354
一人之下 羅天大ショウ篇（ラテンタイショウ篇）　;7341
ひだまりスケッチ×365;7333
Dance with Devils;7318
火ノ丸相撲;7303
マリア様がみてる;7299
今日からマ王！R;7283
異国迷路のクロワーゼ The Animation;7281
NARUTO-ナルト- 疾風伝　風影奪還編;7279
逆境無頼カイジ 破戒録篇【日テレオンデマンド】;7278
劇場版「灼眼のシャナ」;7275
ひだまりスケッチ×☆☆☆;7229
マジきゅんっ！ルネッサンス;7201
ブブキ・ブランキ 星の巨人;7192
25歳の女子高生;7174
逆転裁判 ～その｢真実｣、異議あり！～ Season 2;7168
セントールの悩み;7167
焼肉店センゴク;7166
ドラゴンボール超　第47話～第76話;7160
狐狸之声;7157
喧嘩番長 乙女 -Girl Beats Boys-;7148
ツキウタ。DRAMAシリーズ;7140
スパイラル-推理の絆-;7138
ViVid Strike!;7125
兄に付ける薬はない！2-快把我哥帯走2-;7122
サクラ大戦 ～轟華絢爛～;7122
アップルシードXIII;7114
スレイヤーズNEXT;7109
よんでますよ、アザゼルさん。Z;7100
Yes！プリキュア5;7099
ぱにぽにだっしゅ！;7094
KING OF PRISM -PRIDE the HERO-;7092
ラストエグザイル -銀翼のファム-;7050
棺姫のチャイカ AVENGING BATTLE;7047
銀河英雄伝説　外伝4;7027
トリニティ・ブラッド;7017
マケン姫っ!;6986
銀河英雄伝説　外伝3;6954
シャイニング・ティアーズ・クロス・ウィンド;6951
あいまいみー;6940
ふたりはプリキュアMaxHeart;6933
ぼくの地球を守って;6911
たまゆら ～hitotose～;6906
侵略!?イカ娘;6904
霊剣山 叡智への資格;6900
怪獣娘～ウルトラ怪獣擬人化計画～;6887
ツインエンジェルBREAK;6886
銀河英雄伝説　外伝2;6877
アイカツ！（2ndシーズン）;6857
ARIA The AVVENIRE;6855
アクエリオンロゴス;6843
ポンコツクエスト～魔王と派遣の魔物たち～;6838
一騎当千;6832
美男高校地球防衛部HAPPY KISS！;6826
フリップフラッパーズ;6818
PEACE MAKER鐵;6810
NARUTO-ナルト- 疾風伝　自来也VSペイン・サスケVSイタチ編;6801
ひだまりスケッチ×ハニカム;6782
えとたま;6771
超魔神英雄伝ワタル;6764
アイドルマスター XENOGLOSSIA;6761
NARUTO‐ナルト‐中忍試験編;6748
スレイヤーズＴＲＹ;6743
NARUTO‐ナルト‐サスケ奪還編;6737
ぼのぼの;6730
Animelo Summer Live 2013 -FLAG NINE-;6725
無限の住人;6714
戦国乙女～桃色パラドックス～;6708
ブラック・ジャック;6696
ロボマスターズ;6692
ジパング;6674
信長の忍び～姉川・石山篇～;6674
NARUTO‐ナルト‐綱手捜索編;6661
あそびにいくヨ！;6653
ガンスリンガー ストラトス;6652
アクティヴレイド －機動強襲室第八係－2nd;6636
スクラップド・プリンセス;6634
百花繚乱 サムライブライド;6634
ドラゴンボール超　第77話～第131話;6630
ジャングルはいつもハレのちグゥ;6606
ケイオスドラゴン　赤竜戦役;6595
ながされて藍蘭島;6585
劇場版 美少女戦士セーラームーンＳｕｐｅｒＳ外伝　亜美ちゃんの初恋;6584
NARUTO-ナルト- 疾風伝　五影編;6584
アスタロッテのおもちゃ!;6583
FORTUNE ARTERIAL　赤い約束;6579
スクールランブル;6574
無限のリヴァイアス;6564
DRAMAtical Murder;6562
デジモンアドベンチャー02 ディアボロモンの逆襲;6560
深夜！天才バカボン;6556
夜明け告げるルーのうた;6556
URAHARA;6549
宇宙戦艦ヤマト2199 星巡る方舟;6548
はじめの一歩 Rising;6547
ハッカドール THE あにめ～しょん;6547
瀬戸の花嫁 OVA;6544
ジャイアント ロボ THE ANIMATION 地球が静止する日;6539
魔法少女リリカルなのはViVid;6537
秘密　～The Revelation～;6531
宇宙のステルヴィア;6527
ワガママハイスペック;6523
ガリレイドンナ;6499
軒轅剣・蒼き曜;6496
境界のRINNE 2期;6494
ラブひな;6494
ストロベリー・パニック;6490
ロードス島戦記-英雄騎士伝-;6485
いつか天魔の黒ウサギ;6478
シャイニング・ハーツ ～幸せのパン～;6478
Wake Up, Girls！ 新章;6477
プリティーリズム・オーロラドリーム;6476
夏雪ランデブー;6465
バッテリー;6464
神無月の巫女;6460
涼宮ハルヒの激奏;6451
あたしンち(第1話～第26話);6450
えむえむっ！;6450
アスラクライン2;6448
魔法先生ネギま! 〜もうひとつの世界〜;6440
魔法先生ネギま! 〜白き翼 ALA ALBA〜;6439
劇場版 魔法先生ネギま! ANIME FINAL;6436
東京ESP;6433
ルパン三世 ルパンVS複製人間;6426
NARUTO-ナルト- 疾風伝　飛段・角都編;6422
テイルズ オブ エターニア　THE ANIMATION;6415
クイーンズブレイド 流浪の戦士;6411
D・N・ANGEL;6389
NARUTO-ナルト- 疾風伝　忍界大戦編(2);6384
はじめの一歩 New Challenger;6363
げんしけん二代目;6359
ベルサイユのばら;6359
放浪息子;6357
枕男子;6353
ロミオ×ジュリエット;6352
ニンジャスレイヤー フロムアニメイシヨン;6351
プリンセス・プリンセス;6350
劇場版　K　MISSING　KINGS;6345
フラクタル;6339
月詠 －MOON PHASE－;6334
ウサビッチ　シーズン1;6332
勇者王ガオガイガーFINAL;6330
ガンパレード・マーチ　新たなる行軍歌;6325
魔神英雄伝ワタル;6303
天地無用!;6302
MARGINAL#4 KISSから創造るBig Bang;6302
NARUTO-ナルト- 疾風伝　守護忍十二士編;6289
フリージング;6289
アイドルマスター SideM 理由あってMini！;6286
オーバーマン キングゲイナー;6284
機甲戦記ドラグナー;6277
未来少年コナン;6277
ビキニ・ウォリアーズ;6270
Classroom☆Crisis;6264
EVIL OR LIVE;6249
劇場版“文学少女”;6249
あかね色に染まる坂;6247
うぽって！！;6246
戦場のヴァルキュリア3 誰がための銃瘡;6242
ハヤテのごとく!! アツがナツいぜ 水着編！（OVA）;6242
ロウきゅーぶ！SS;6237
バンブーブレード(BAMBOO BLADE);6213
石膏ボーイズ;6195
旭日の艦隊;6176
シティーハンター'91;6173
新幹線変形ロボ シンカリオン;6171
APPLESEED;6165
墓場鬼太郎;6165
ステラ女学院高等科C3部（しーきゅーぶ）;6160
イタズラなKiss;6151
ムネモシュネの娘たち;6136
MADLAX;6129
霊剣山　星屑たちの宴;6123
天体戦士サンレッド;6121
シティーハンター3;6091
NARUTO-ナルト- 疾風伝　サスケ再会編;6090
ぼのぼの(2016);6082
ファイ・ブレイン～神のパズル 第1シリーズ;6065
NARUTO‐ナルト‐オリジナル編1;6056
無責任艦長タイラー;6052
あまつき;6046
あにトレ！EX;6035
D.C.～ダ・カーポ～;6019
機神咆吼デモンベイン;6011
Yes！プリキュア5GoGo！;6006
ブレンパワード;6003
クッキングパパ;6002
新世紀GPX　サイバーフォーミュラSIN;5987
だんちがい;5972
ミカグラ学園組曲;5964
ヒロイック・エイジ;5963
舞台「ノラガミー神と願いー」ディレクターズ・カット版;5960
勇者特急マイトガイン;5957
兄に付ける薬はない！-快把我哥帯走-;5949
ミスター味っ子;5945
健全ロボ ダイミダラー;5941
アイドルタイムプリパラ;5939
アリソンとリリア;5921
スレイヤーズEVOLUTION-R;5919
K FOR BEGINNERS;5917
11eyes;5911
戦国鳥獣戯画;5909
聖闘士星矢 - 黄金魂 soul of gold -;5908
NARUTO-ナルト- 疾風伝　三尾編;5903
Devil May Cry;5895
スレイヤーズREVOLUTION;5892
笑ゥせぇるすまん（89～93年）【デジタルリマスター版】;5883
たまゆら～卒業写真～第1部　芽－きざし－;5878
獣神演武 HERO TALES;5872
あいまいみー～Surgical Friends～;5870
テルマエ・ロマエ;5866
デス・ビリヤード;5861
ISUCA-イスカ-;5856
銀幕ヘタリア　Ａxis Ｐowers Ｐaint it, Ｗhite（白くぬれ！）;5853
サクラ大戦 活動写真;5850
スレイヤーズ(完全無欠版);5833
台風のノルダ;5819
ウィッチブレイド;5806
砂ぼうず;5795
たまゆら ～もあぐれっしぶ～;5787
ふたりはプリキュアSplash☆Star;5786
BECK;5767
プリパラ 2nd season;5766
まじもじるるも;5762
舞台「KING OF PRISM －Over the Sunshine!－」;5761
京極夏彦　巷説百物語;5759
Midnight Crazy Trail;5754
小森さんは断れない！;5747
バーナード嬢曰く｡;5745
Animelo Summer Live 2012 -INFINITY∞-;5730
吸血姫美夕Vampire Princess Miyu;5714
NARUTO-ナルト- 疾風伝　六尾編;5709
イケメン戦国◆時をかけるが恋ははじまらない;5708
シュガシュガルーン;5702
ケロロ軍曹 2ndシーズン;5697
クイーンズブレイド リベリオン;5694
舞-乙HiME;5693
銀河鉄道999　出発篇;5691
NOIR;5690
戦国コレクション;5689
ケロロ軍曹 3rd シーズン;5687
パタリロ！;5684
新世紀GPXサイバーフォーミュラ;5663
信長の忍び～伊勢・金ヶ崎篇～;5652
プリパラ 3rd season;5639
ジャングルの王者ターちゃん;5633
THE ビッグオー;5612
俺たちに翼はない;5595
NARUTO-ナルト- 疾風伝　オリジナル(1) 過去編;5593
新あたしンち;5592
デジモンアドベンチャー02 前編 デジモンハリケーン上陸！！ 後編 超絶進化！！黄金のデジメンタル;5585
SHOW BY ROCK!!しょ～と!!;5581
涼宮ハルヒの弦奏;5570
闇芝居;5561
ケロロ軍曹 5thシーズン;5559
魔法の天使 クリィミーマミ;5552
劇場版 「ドラゴンボールZ 復活の「F」」;5550
ケロロ軍曹 4thシーズン;5549
聖闘士星矢 THE LOST CANVAS 冥王神話;5545
サムライ7;5540
DIABOLIK LOVERS　Episode6.5;5533
刀剣乱舞　おっきいこんのすけの刀剣散歩　弐;5532
ホイッスル！;5531
伝説巨神イデオン;5527
サクラ大戦　ニューヨーク・紐育;5518
サクラ大戦 エコール・ド・巴里;5502
世界でいちばん強くなりたい！【リテイク版】;5502
おこしやす、ちとせちゃん;5499
Thunderbolt Fantasy 東離剣遊紀2;5491
陸奥圓明流外伝 修羅の刻;5484
バディ・コンプレックス 完結編 -あの空に還る未来で-;5477
Thunderbolt Fantasy 東離剣遊紀;5475
げんしけん2;5470
舞台「文豪ストレイドッグス」千穐楽公演;5468
創勢のアクエリオンＥＶＯＬ;5466
魔法少女なんてもういいですから。;5458
K All in One Edition～Master in 2Hours～;5451
パワーパフ ガールズ（リマスター版）;5449
ドリフェス！;5446
恋姫†無双;5414
ミュージカル「ヘタリア～in the new world～」大阪千秋楽ノーカット版;5402
北斗の拳2;5400
おねがいマイメロディ;5399
S・A～スペシャル・エー～;5395
星空へ架かる橋;5391
グラゼニ;5378
イナズマイレブン　世界への挑戦!!編;5371
イナズマイレブン　脅威の侵略者編;5352
甘い懲罰～私は看守専用ペット;5348
有頂天家族２　面白きことは良きことなり　放送直前スペシャル;5348
でびどる！;5339
オシリスの天秤;5337
NARUTO-ナルト- 疾風伝　オリジナル(2) 航海編;5334
半分の月がのぼる空;5331
スピリットパクト　-黄泉の契り-;5330
MURDER PRINCESS;5330
NARUTO‐ナルト‐オリジナル編3;5329
魔探偵ロキ RAGNAROK;5326
サクラ大戦　ル・ヌーヴォー・巴里;5323
NARUTO‐ナルト‐オリジナル編2;5296
舞台「パタリロ！」;5295
聖闘士星矢Ω;5292
イナズマイレブン フットボールフロンティア編;5282
ミュージカル｢ヘタリア～Singin’in the World～｣;5281
てさぐれ！部活もの【日テレオンデマンド】;5277
金色のコルダ　Blue♪Sky【日テレオンデマンド】;5276
乃木坂春香の秘密;5273
マケン姫っ！通;5268
NARUTO‐ナルト‐オリジナル編4;5241
ヴァンドレッド;5221
まりあ†ほりっく あらいぶ;5205
キラッとプリ☆チャン;5200
蒼き流星SPTレイズナー;5197
ささめきこと;5197
戦国BASARA弐;5193
戦国BASARA Judge End【日テレオンデマンド】;5187
ガングレイヴ;5183
神曲奏界ポリフォニカ;5181
COBRA THE ANIMATION;5173
クイーンズブレイド 玉座を継ぐ者;5167
にゃんこデイズ ;5167
少年ハリウッド -HOLLY STAGE FOR 49-/少年ハリウッド -HOLLY STAGE FOR 50-;5159
てーきゅう;5157
NARUTO-ナルト- 疾風伝　特別編　力-Chikara-;5153
猫神やおよろず;5153
魔乳秘剣帖;5139
ウィッチハンターロビン;5135
南国少年パプワくん;5122
断裁分離のクライムエッジ;5096
おじさんとマシュマロ;5094
蒼天航路;5092
ONE OUTS【日テレオンデマンド】 ;5088
はなまる幼稚園;5054
アイドル事変;5040
スレイヤーズすぺしゃる;5039
ファンタジスタドール;5034
ポンコツクエスト～魔王と派遣の魔物たち～　シーズン3;5023
クラスターエッジ;5013
ドルアーガの塔 ～the Aegis of URUK～;5008
フリージング ヴァイブレーション;5003
SoltyRei;4993
スレイヤーズRETURN（劇場版）;4991
劇場版トライガン Badlands Rumble;4983
おそ松くん;4968
Animelo Summer Live 2016 刻-TOKI-;4953
シスター・プリンセス;4953
「ツキウタ。THE ANIMAION」dアニメストア特別映像特典;4950
ToHeart;4941
プリティーリズム・ディアマイフューチャー;4936
英国一家、日本を食べる;4918
イナズマイレブン オリオンの刻印;4914
宇宙パトロールルル子;4892
スレイヤーズぷれみあむ（劇場版）;4883
舞台「男水！」;4878
ビーストウォーズ　超生命体トランスフォーマー;4869
宙のまにまに;4867
エリアの騎士;4866
ツキプロch.;4860
スレイヤーズえくせれんと;4856
ぷちます！ -プチ・アイドルマスター-;4856
GIRLSブラボー first season;4847
神霊狩／GHOST HOUND;4838
薄桜鬼～御伽草子～;4836
ずんだホライずん;4824
まんがーる！;4810
超獣機神ダンクーガ(TV);4778
勝負師伝説哲也;4771
アベノ橋魔法☆商店街;4767
スレイヤーズぐれえと;4764
魔法少女隊アルス;4762
そにアニ －SUPER SONICO THE ANIMATION－;4756
愛・天地無用！;4754
タユタマ - Kiss on my Deity -;4741
"Myself ; Yourself";4727
覇王大系リューナイト;4724
スレイヤーズごぅじゃす;4718
capeta;4712
アルジェントソーマ;4695
お伽草子;4694
悪偶（あぐう） -天才人形-;4683
トリアージX;4674
ふしぎ星の☆ふたご姫;4661
魔法少女なんてもういいですから。セカンドシーズン;4660
地球防衛企業ダイ・ガード;4658
蒼天の拳;4654
ヴァンドレッド the second stage;4654
Infini-T Force;4648
ガサラキ;4643
アイカツスターズ！;4638
祝福のカンパネラ;4634
ガラスの仮面;4624
一騎当千 Great Guardians;4615
GADGUARD;4599
ネギま！？ 春・夏;4596
ミュージカル「ヘタリア～The Great World～」;4592
ムシウタ;4592
あにトレ！XX～ひとつ屋根の下で～;4581
牙狼＜GARO＞－炎の刻印－;4579
Wake Up, Girls！ 七人のアイドル;4577
一騎当千　Dragon Destiny;4575
SHOW BY ROCK！！ MUSICAL～唱え家畜共ッ！深紅色の堕天革命黙示録ッ！！;4568
宇宙戦艦ヤマト2199 追憶の航海;4567
てーきゅう 9期;4554
美男高校地球防衛部LOVE！LOVE！LOVE！;4547
銀河漂流バイファム;4545
天地無用！魎皇鬼 第三期;4538
クラシカロイド　第2シリーズ;4532
一騎当千 XTREME XECUTOR;4531
ゲートキーパーズ;4525
お姉ちゃんが来た;4521
大魔法峠;4518
鎧伝サムライトルーパー;4506
女子高生;4500
SPEED GRAPHER;4491
アイカツ！（3rdシーズン）;4487
神曲奏界ポリフォニカ クリムゾンS;4482
温泉幼精ハコネちゃん;4475
幕末機関説　いろはにほへと;4474
おへんろ。～八十八歩記～;4469
キディ・グレイド;4466
さくらももこ劇場　コジコジ;4464
NG騎士ラムネ&40;4462
ねこねこ日本史;4449
｢侵略!!イカ娘｣オリジナルアニメーション2012SUMMER;4437
DIVE!!;4432
デジモンテイマーズ 冒険者たちの戦い;4428
映画プリキュアドリームスターズ！;4424
らき☆すたin武道館 あなたのためだから;4422
シュヴァリエ;4420
ぷちます！！ -プチプチ・アイドルマスター-;4404
モンスターハンター ストーリーズ RIDE ON;4404
D.C.II ～ダ・カーポII～;4393
戦国無双;4389
護くんに女神の祝福を！;4388
魔動王グランゾート;4354
あたしンち(第27話～第52話);4352
舞台『おそ松さん on STAGE ～SIX MEN’S SHOW TIME 2～』;4350
スターシップ・オペレーターズ;4345
